transaction_id,amount,payment_method,failure_reason,bank,hour_of_day,day_of_week,is_weekend,prev_retry_attempts,customer_success_rate_history,retry_success
txn_004604,137.16,Netbanking,card_declined,Kotak,10,1,0,1,0.698,1
txn_004605,1543.15,Debit Card,risk_flagged,Kotak,2,4,0,0,0.414,0
txn_004606,5717.11,UPI,risk_flagged,ICICI,19,5,1,4,0.423,0
txn_004607,204.85,Credit Card,bank_server_down,Yes Bank,14,3,0,0,0.937,0
txn_004608,671.24,Credit Card,insufficient_funds,Kotak,3,2,0,0,0.978,1
txn_004609,437.04,UPI,insufficient_funds,Kotak,13,1,0,1,0.582,0
txn_004610,197.36,UPI,insufficient_funds,HDFC,10,6,1,1,0.721,0
txn_004611,159.12,UPI,insufficient_funds,IDFC,8,2,0,0,0.921,0
txn_004612,1061.82,Netbanking,insufficient_funds,ICICI,21,4,0,1,0.691,0
txn_004613,559.39,UPI,card_declined,Yes Bank,16,3,0,1,0.764,0
txn_004614,1027.84,Credit Card,insufficient_funds,HDFC,4,4,0,1,0.761,0
txn_004615,948.46,Wallet,bank_server_down,SBI,19,6,1,1,0.528,1
txn_004616,5070.51,Debit Card,network_timeout,Axis,14,6,1,0,0.671,1
txn_004617,887.0,Credit Card,card_declined,ICICI,12,4,0,0,0.555,1
txn_004618,2491.75,UPI,bank_server_down,SBI,10,0,0,1,0.845,1
txn_004619,757.63,UPI,card_declined,SBI,19,3,0,0,0.737,0
txn_004620,443.88,Credit Card,bank_server_down,ICICI,7,5,1,1,0.609,1
txn_004621,541.89,Credit Card,insufficient_funds,Axis,11,3,0,0,0.73,0
txn_004622,5284.86,Debit Card,insufficient_funds,ICICI,7,5,1,2,0.603,0
txn_004623,577.36,UPI,wrong_otp,HDFC,3,2,0,3,0.831,0
txn_004624,4237.53,Credit Card,network_timeout,IDFC,16,5,1,2,0.973,0
txn_004625,578.67,UPI,network_timeout,Yes Bank,14,0,0,2,0.77,1
txn_004626,1502.36,Netbanking,wrong_otp,ICICI,1,4,0,3,0.62,0
txn_004627,690.56,Credit Card,wrong_otp,Axis,17,4,0,2,0.582,0
txn_004628,462.16,Wallet,card_declined,Axis,21,6,1,1,0.931,0
txn_004629,297.36,UPI,bank_server_down,Kotak,18,2,0,0,0.481,0
txn_004630,2165.56,Debit Card,risk_flagged,Yes Bank,23,2,0,1,0.627,0
txn_004631,759.39,UPI,bank_server_down,HDFC,15,1,0,0,0.85,0
txn_004632,317.15,UPI,wrong_otp,IDFC,3,3,0,0,0.851,0
txn_004633,922.61,Credit Card,network_timeout,Kotak,6,6,1,0,0.927,1
txn_004634,1023.43,UPI,insufficient_funds,Kotak,5,3,0,0,0.778,1
txn_004635,1358.73,Debit Card,wrong_otp,SBI,21,5,1,0,0.621,0
txn_004636,126.1,Netbanking,wrong_otp,Axis,23,5,1,0,0.931,1
txn_004637,330.21,UPI,insufficient_funds,HDFC,0,4,0,0,0.822,0
txn_004638,321.08,Debit Card,card_declined,HDFC,13,3,0,0,0.82,1
txn_004639,4030.27,UPI,network_timeout,IDFC,23,4,0,0,0.902,1
txn_004640,578.64,Netbanking,wrong_otp,ICICI,5,0,0,0,0.66,0
txn_004641,360.43,Debit Card,risk_flagged,IDFC,14,2,0,0,0.724,0
txn_004642,558.25,UPI,wrong_otp,Kotak,5,3,0,0,0.761,0
txn_004643,3349.67,Netbanking,network_timeout,Axis,0,5,1,0,0.477,1
txn_004644,1116.68,Netbanking,insufficient_funds,Kotak,6,4,0,0,0.477,1
txn_004645,818.92,Credit Card,bank_server_down,HDFC,15,4,0,2,0.861,0
txn_004646,217.9,Credit Card,network_timeout,Axis,8,1,0,2,0.299,0
txn_004647,1401.43,UPI,card_declined,Yes Bank,11,3,0,0,0.346,0
txn_004648,493.63,UPI,insufficient_funds,ICICI,21,0,0,0,0.591,0
txn_004649,249.14,Credit Card,card_declined,Kotak,10,5,1,0,0.929,0
txn_004650,201.96,UPI,network_timeout,SBI,17,5,1,0,0.735,0
txn_004651,389.35,Debit Card,wrong_otp,IDFC,8,1,0,1,0.722,1
txn_004652,732.78,UPI,network_timeout,Yes Bank,14,5,1,0,0.865,1
txn_004653,475.45,UPI,card_declined,IDFC,20,0,0,1,0.818,1
txn_004654,72.79,Debit Card,insufficient_funds,IDFC,19,4,0,0,0.754,0
txn_004655,1651.06,UPI,insufficient_funds,Kotak,2,3,0,0,0.611,1
txn_004656,132.91,UPI,card_declined,ICICI,17,3,0,2,0.681,0
txn_004657,409.89,Credit Card,network_timeout,Yes Bank,4,4,0,1,0.764,1
txn_004658,692.79,UPI,risk_flagged,ICICI,1,3,0,1,0.821,0
txn_004659,227.46,UPI,expired_card,HDFC,8,1,0,1,0.616,0
txn_004660,1315.72,UPI,insufficient_funds,Yes Bank,21,1,0,1,0.63,1
txn_004661,286.54,Netbanking,card_declined,IDFC,19,1,0,0,0.831,1
txn_004662,1483.04,UPI,insufficient_funds,ICICI,17,4,0,0,0.813,0
txn_004663,1796.08,Debit Card,insufficient_funds,HDFC,4,6,1,0,0.9,0
txn_004664,2160.56,UPI,bank_server_down,Axis,1,3,0,0,0.777,0
txn_004665,1827.91,Debit Card,network_timeout,IDFC,21,5,1,1,0.767,0
txn_004666,418.54,Wallet,card_declined,Axis,10,1,0,0,0.56,1
txn_004667,204.12,Debit Card,insufficient_funds,Axis,8,2,0,0,0.897,0
txn_004668,110.8,Credit Card,network_timeout,Kotak,13,2,0,0,0.733,0
txn_004669,540.75,Credit Card,risk_flagged,Yes Bank,18,0,0,0,0.418,0
txn_004670,462.2,Debit Card,insufficient_funds,HDFC,16,1,0,1,0.661,0
txn_004671,552.05,UPI,expired_card,Axis,5,2,0,1,0.776,0
txn_004672,1179.53,Netbanking,insufficient_funds,Yes Bank,23,0,0,0,0.896,0
txn_004673,2099.65,UPI,bank_server_down,Axis,16,1,0,1,0.803,1
txn_004674,822.29,Debit Card,card_declined,HDFC,20,1,0,1,0.928,1
txn_004675,2028.12,UPI,network_timeout,Yes Bank,12,3,0,1,0.363,1
txn_004676,376.46,Debit Card,wrong_otp,HDFC,16,2,0,2,0.776,0
txn_004677,781.39,Debit Card,card_declined,Kotak,0,1,0,1,0.789,0
txn_004678,369.67,Credit Card,wrong_otp,HDFC,20,4,0,1,0.818,1
txn_004679,617.63,Netbanking,wrong_otp,Axis,18,3,0,0,0.818,0
txn_004680,3074.34,Netbanking,card_declined,Yes Bank,1,3,0,2,0.649,0
txn_004681,303.89,Wallet,wrong_otp,Yes Bank,23,4,0,1,0.335,0
txn_004682,70.71,UPI,insufficient_funds,IDFC,17,0,0,2,0.979,1
txn_004683,419.98,Netbanking,network_timeout,IDFC,8,2,0,1,0.667,1
txn_004684,584.81,UPI,expired_card,ICICI,11,1,0,0,0.926,0
txn_004685,500.34,Netbanking,network_timeout,Axis,4,0,0,1,0.632,0
txn_004686,2017.86,Debit Card,bank_server_down,IDFC,21,0,0,1,0.69,1
txn_004687,827.0,UPI,expired_card,IDFC,21,4,0,0,0.809,0
txn_004688,755.95,Credit Card,risk_flagged,Kotak,19,4,0,0,0.909,0
txn_004689,254.19,UPI,insufficient_funds,SBI,3,4,0,0,0.807,1
txn_004690,193.72,UPI,bank_server_down,Kotak,7,5,1,2,0.649,1
txn_004691,216.82,UPI,insufficient_funds,SBI,12,4,0,0,0.764,0
txn_004692,403.37,UPI,risk_flagged,Axis,16,6,1,0,0.617,0
txn_004693,1139.34,Wallet,bank_server_down,IDFC,17,4,0,0,0.781,1
txn_004694,4275.73,UPI,insufficient_funds,SBI,5,6,1,0,0.226,0
txn_004695,374.1,Credit Card,network_timeout,ICICI,22,2,0,1,0.708,0
txn_004696,49.97,Netbanking,card_declined,Kotak,9,0,0,0,0.849,0
txn_004697,207.58,Debit Card,bank_server_down,HDFC,21,1,0,3,0.838,1
txn_004698,256.63,Debit Card,network_timeout,HDFC,15,3,0,0,0.717,0
txn_004699,499.51,UPI,wrong_otp,SBI,8,0,0,0,0.621,0
txn_004700,299.51,UPI,network_timeout,HDFC,20,0,0,0,0.617,0
txn_004701,375.62,UPI,insufficient_funds,IDFC,3,0,0,1,0.565,1
txn_004702,451.4,UPI,expired_card,Axis,15,6,1,0,0.645,0
txn_004703,310.69,UPI,insufficient_funds,Kotak,13,6,1,2,0.696,1
txn_004704,5107.28,Debit Card,bank_server_down,Axis,11,3,0,1,0.769,0
txn_004705,590.87,Credit Card,expired_card,SBI,19,6,1,1,0.838,0
txn_004706,94.13,Debit Card,insufficient_funds,Yes Bank,16,3,0,3,0.712,0
txn_004707,450.35,UPI,insufficient_funds,IDFC,1,6,1,1,0.808,1
txn_004708,921.71,Debit Card,insufficient_funds,IDFC,1,3,0,0,0.903,1
txn_004709,653.41,UPI,card_declined,HDFC,23,4,0,2,0.902,0
txn_004710,539.17,Netbanking,bank_server_down,HDFC,22,6,1,2,0.612,1
txn_004711,550.81,UPI,insufficient_funds,IDFC,13,6,1,1,0.879,0
txn_004712,916.41,UPI,bank_server_down,SBI,21,6,1,0,0.819,1
txn_004713,894.96,UPI,insufficient_funds,SBI,6,1,0,1,0.724,0
txn_004714,1910.59,Wallet,bank_server_down,SBI,23,1,0,0,0.746,0
txn_004715,247.78,UPI,bank_server_down,Yes Bank,3,0,0,0,0.552,0
txn_004716,188.06,Debit Card,bank_server_down,HDFC,15,3,0,2,0.701,1
txn_004717,385.59,Credit Card,risk_flagged,Kotak,10,6,1,0,0.881,0
txn_004718,1680.83,Credit Card,card_declined,HDFC,18,3,0,0,0.818,0
txn_004719,298.28,Credit Card,risk_flagged,Axis,5,0,0,3,0.662,0
txn_004720,755.8,UPI,network_timeout,HDFC,14,1,0,0,0.315,1
txn_004721,1679.94,UPI,card_declined,Axis,14,3,0,3,0.508,0
txn_004722,693.37,Credit Card,network_timeout,Axis,20,6,1,0,0.794,1
txn_004723,217.42,UPI,expired_card,SBI,5,3,0,0,0.853,0
txn_004724,197.14,Debit Card,card_declined,Kotak,16,6,1,0,0.81,1
txn_004725,1441.24,UPI,expired_card,ICICI,15,0,0,1,0.685,0
txn_004726,203.22,UPI,bank_server_down,ICICI,16,1,0,0,0.618,0
txn_004727,271.48,UPI,network_timeout,SBI,14,0,0,1,0.524,1
txn_004728,835.52,UPI,bank_server_down,IDFC,6,2,0,3,0.799,1
txn_004729,1301.59,UPI,risk_flagged,SBI,14,5,1,1,0.806,0
txn_004730,649.33,UPI,insufficient_funds,HDFC,20,5,1,0,0.857,0
txn_004731,839.48,Credit Card,card_declined,ICICI,10,1,0,2,0.753,0
txn_004732,5627.48,Credit Card,wrong_otp,ICICI,2,4,0,1,0.639,0
txn_004733,325.3,UPI,network_timeout,ICICI,0,1,0,0,0.93,0
txn_004734,413.55,UPI,card_declined,Axis,11,6,1,2,0.867,0
txn_004735,2478.65,UPI,wrong_otp,SBI,21,4,0,2,0.891,0
txn_004736,1690.62,Credit Card,insufficient_funds,ICICI,18,3,0,2,0.67,1
txn_004737,540.63,UPI,expired_card,IDFC,23,6,1,0,0.697,1
txn_004738,976.15,UPI,risk_flagged,Axis,16,0,0,0,0.873,0
txn_004739,225.76,UPI,bank_server_down,HDFC,9,6,1,1,0.66,0
txn_004740,1056.79,UPI,insufficient_funds,IDFC,16,6,1,1,0.37,0
txn_004741,1604.36,UPI,expired_card,SBI,13,3,0,0,0.603,0
txn_004742,881.0,Netbanking,card_declined,Kotak,10,5,1,2,0.486,0
txn_004743,313.19,Wallet,card_declined,ICICI,2,2,0,1,0.795,0
txn_004744,428.62,UPI,insufficient_funds,HDFC,18,4,0,0,0.764,0
txn_004745,166.52,UPI,wrong_otp,HDFC,8,1,0,1,0.747,1
txn_004746,17238.67,Wallet,risk_flagged,HDFC,15,3,0,1,0.885,0
txn_004747,276.75,Credit Card,insufficient_funds,Axis,8,1,0,0,0.326,0
txn_004748,68.01,Credit Card,insufficient_funds,Yes Bank,11,1,0,0,0.788,0
txn_004749,2984.3,UPI,card_declined,IDFC,20,0,0,2,0.868,0
txn_004750,1860.81,UPI,insufficient_funds,Axis,1,3,0,2,0.806,0
txn_004751,225.84,Netbanking,bank_server_down,Kotak,6,3,0,1,0.794,0
txn_004752,504.68,Netbanking,insufficient_funds,ICICI,0,5,1,0,0.837,0
txn_004753,197.32,UPI,network_timeout,Kotak,1,3,0,0,0.698,0
txn_004754,379.8,UPI,bank_server_down,Kotak,14,6,1,0,0.968,1
txn_004755,1616.56,Credit Card,bank_server_down,Yes Bank,4,1,0,0,0.802,0
txn_004756,3135.33,Debit Card,wrong_otp,Yes Bank,7,0,0,0,0.515,1
txn_004757,1125.84,Debit Card,insufficient_funds,IDFC,2,3,0,0,0.714,0
txn_004758,636.76,UPI,card_declined,Axis,11,1,0,0,0.57,0
txn_004759,1809.27,Debit Card,wrong_otp,Kotak,8,1,0,0,0.899,1
txn_004760,713.36,UPI,bank_server_down,HDFC,9,6,1,0,0.774,0
txn_004761,1902.57,UPI,card_declined,Yes Bank,11,0,0,0,0.739,1
txn_004762,1686.15,Netbanking,insufficient_funds,IDFC,12,5,1,1,0.843,0
txn_004763,242.29,UPI,bank_server_down,HDFC,11,3,0,2,0.766,1
txn_004764,857.56,UPI,expired_card,SBI,22,5,1,2,0.778,0
txn_004765,154.81,Credit Card,bank_server_down,SBI,18,6,1,0,0.538,1
txn_004766,1167.5,Credit Card,bank_server_down,Kotak,3,5,1,1,0.507,1
txn_004767,1710.6,Netbanking,bank_server_down,Kotak,6,6,1,0,0.888,1
txn_004768,573.5,UPI,bank_server_down,SBI,6,0,0,0,0.976,1
txn_004769,263.57,Netbanking,insufficient_funds,HDFC,23,4,0,0,0.756,0
txn_004770,440.72,UPI,insufficient_funds,IDFC,14,2,0,0,0.816,0
txn_004771,1541.04,Netbanking,network_timeout,SBI,1,4,0,1,0.824,1
txn_004772,3100.9,Debit Card,wrong_otp,SBI,23,5,1,0,0.825,1
txn_004773,1424.47,Credit Card,wrong_otp,SBI,8,2,0,0,0.682,0
txn_004774,2568.8,UPI,insufficient_funds,ICICI,7,2,0,0,0.79,1
txn_004775,321.3,UPI,wrong_otp,Axis,11,0,0,0,0.746,1
txn_004776,571.53,UPI,wrong_otp,ICICI,9,5,1,0,0.812,0
txn_004777,852.22,Netbanking,bank_server_down,Axis,2,0,0,0,0.663,0
txn_004778,124.45,Debit Card,bank_server_down,Kotak,8,4,0,1,0.761,1
txn_004779,877.92,Wallet,bank_server_down,HDFC,3,1,0,1,0.727,1
txn_004780,752.11,Credit Card,bank_server_down,SBI,15,0,0,2,0.695,1
txn_004781,89.77,UPI,bank_server_down,ICICI,22,6,1,0,0.885,1
txn_004782,1480.97,UPI,wrong_otp,IDFC,10,5,1,0,0.884,1
txn_004783,320.76,UPI,card_declined,Yes Bank,7,5,1,0,0.693,1
txn_004784,746.93,Debit Card,insufficient_funds,Axis,4,5,1,1,0.908,0
txn_004785,546.64,Debit Card,card_declined,Kotak,5,5,1,1,0.782,1
txn_004786,362.13,Debit Card,network_timeout,Kotak,7,2,0,0,0.944,1
txn_004787,176.1,UPI,insufficient_funds,IDFC,4,0,0,2,0.901,0
txn_004788,4674.16,UPI,insufficient_funds,Yes Bank,5,0,0,0,0.887,1
txn_004789,366.44,Debit Card,bank_server_down,Kotak,3,2,0,0,0.58,1
txn_004790,231.5,Credit Card,network_timeout,ICICI,23,4,0,0,0.838,1
txn_004791,441.24,Netbanking,network_timeout,Kotak,19,5,1,0,0.544,1
txn_004792,353.99,Credit Card,card_declined,HDFC,18,3,0,0,0.676,1
txn_004793,1303.59,Credit Card,expired_card,Kotak,6,5,1,1,0.626,1
txn_004794,521.44,UPI,bank_server_down,Yes Bank,0,4,0,2,0.517,1
txn_004795,284.85,UPI,insufficient_funds,Kotak,5,2,0,1,0.841,1
txn_004796,899.83,Netbanking,insufficient_funds,Kotak,12,3,0,1,0.746,0
txn_004797,137.29,UPI,card_declined,SBI,1,2,0,0,0.645,1
txn_004798,705.94,UPI,insufficient_funds,SBI,10,5,1,1,0.723,0
txn_004799,539.45,Credit Card,insufficient_funds,Kotak,15,1,0,0,0.923,0
txn_004800,1806.84,Credit Card,bank_server_down,Kotak,10,0,0,1,0.798,1
txn_004801,2308.45,Credit Card,insufficient_funds,Axis,12,5,1,0,0.908,0
txn_004802,1148.72,UPI,insufficient_funds,SBI,0,5,1,0,0.727,0
txn_004803,1963.05,Debit Card,card_declined,ICICI,0,2,0,1,0.563,0
txn_004804,391.06,Credit Card,insufficient_funds,IDFC,23,2,0,0,0.66,1
txn_004805,891.98,Credit Card,card_declined,Axis,8,2,0,1,0.65,0
txn_004806,491.03,UPI,card_declined,ICICI,19,5,1,0,0.652,0
txn_004807,723.37,UPI,wrong_otp,SBI,16,3,0,1,0.606,0
txn_004808,9045.67,UPI,insufficient_funds,ICICI,5,0,0,1,0.802,1
txn_004809,100.57,UPI,network_timeout,IDFC,18,1,0,0,0.824,1
txn_004810,2075.75,UPI,card_declined,HDFC,9,5,1,0,0.714,1
txn_004811,995.23,UPI,card_declined,ICICI,13,6,1,0,0.529,1
txn_004812,2798.29,Credit Card,network_timeout,SBI,6,1,0,0,0.794,1
txn_004813,1492.53,Credit Card,expired_card,SBI,11,5,1,2,0.675,0
txn_004814,477.14,Debit Card,bank_server_down,Yes Bank,1,0,0,1,0.69,1
txn_004815,314.88,Wallet,risk_flagged,IDFC,21,3,0,1,0.656,1
txn_004816,502.18,Debit Card,insufficient_funds,SBI,17,2,0,0,0.467,0
txn_004817,189.93,Credit Card,expired_card,Yes Bank,23,4,0,1,0.809,1
txn_004818,252.25,UPI,bank_server_down,Kotak,15,5,1,0,0.405,0
txn_004819,74.96,Debit Card,network_timeout,SBI,13,0,0,1,0.741,1
txn_004820,421.61,UPI,insufficient_funds,Kotak,8,2,0,0,0.806,0
txn_004821,840.08,Debit Card,card_declined,IDFC,8,5,1,1,0.902,0
txn_004822,808.84,UPI,network_timeout,HDFC,16,1,0,0,0.632,1
txn_004823,172.65,Debit Card,risk_flagged,Axis,22,4,0,1,0.707,0
txn_004824,128.03,UPI,bank_server_down,HDFC,12,4,0,1,0.954,1
txn_004825,582.68,Credit Card,network_timeout,Kotak,16,1,0,0,0.803,0
txn_004826,1090.88,Wallet,network_timeout,Kotak,4,5,1,0,0.86,1
txn_004827,401.65,Debit Card,insufficient_funds,HDFC,2,1,0,0,0.965,0
txn_004828,492.49,Debit Card,risk_flagged,HDFC,10,5,1,1,0.592,0
txn_004829,894.73,UPI,wrong_otp,IDFC,22,2,0,2,0.867,1
txn_004830,869.23,Wallet,bank_server_down,SBI,14,5,1,1,0.514,1
txn_004831,92.06,Debit Card,bank_server_down,Axis,5,6,1,0,0.562,0
txn_004832,376.83,Debit Card,insufficient_funds,IDFC,11,6,1,1,0.945,1
txn_004833,254.14,UPI,risk_flagged,ICICI,8,5,1,2,0.933,0
txn_004834,525.32,UPI,insufficient_funds,ICICI,17,4,0,0,0.566,0
txn_004835,377.93,Credit Card,risk_flagged,IDFC,18,0,0,1,0.825,0
txn_004836,1134.24,Netbanking,bank_server_down,ICICI,15,3,0,0,0.947,1
txn_004837,302.16,Credit Card,bank_server_down,IDFC,12,3,0,0,0.673,0
txn_004838,343.87,Debit Card,insufficient_funds,Yes Bank,0,0,0,2,0.875,0
txn_004839,586.39,UPI,card_declined,SBI,1,6,1,0,0.692,0
txn_004840,609.2,UPI,expired_card,Axis,19,5,1,1,0.901,1
txn_004841,266.56,UPI,insufficient_funds,Yes Bank,10,0,0,1,0.286,1
txn_004842,547.5,Debit Card,bank_server_down,Axis,0,5,1,0,0.883,0
txn_004843,260.89,UPI,card_declined,HDFC,14,3,0,4,0.684,1
txn_004844,174.41,UPI,card_declined,HDFC,8,6,1,0,0.843,1
txn_004845,4267.13,Credit Card,insufficient_funds,IDFC,17,2,0,0,0.907,1
txn_004846,857.76,Netbanking,card_declined,IDFC,23,1,0,1,0.651,0
txn_004847,93.74,Credit Card,bank_server_down,ICICI,22,0,0,1,0.604,1
txn_004848,1510.94,Netbanking,network_timeout,Kotak,16,6,1,0,0.912,0
txn_004849,1051.33,Netbanking,insufficient_funds,HDFC,18,2,0,1,0.921,0
txn_004850,1017.81,Debit Card,network_timeout,HDFC,9,6,1,1,0.942,1
txn_004851,357.33,UPI,network_timeout,HDFC,8,2,0,1,0.577,1
txn_004852,2654.24,Credit Card,bank_server_down,SBI,5,2,0,0,0.635,0
txn_004853,1790.52,UPI,bank_server_down,ICICI,22,1,0,0,0.813,1
txn_004854,147.12,UPI,network_timeout,IDFC,16,3,0,1,0.774,1
txn_004855,1830.95,Netbanking,insufficient_funds,IDFC,19,1,0,1,0.582,1
txn_004856,3216.08,Credit Card,bank_server_down,ICICI,7,3,0,0,0.818,0
txn_004857,188.6,Credit Card,network_timeout,SBI,1,1,0,1,0.53,0
txn_004858,693.53,UPI,risk_flagged,IDFC,15,4,0,2,0.773,0
txn_004859,3611.31,UPI,insufficient_funds,IDFC,12,3,0,2,0.392,0
txn_004860,1331.4,UPI,bank_server_down,Axis,14,0,0,0,0.404,0
txn_004861,3231.24,Debit Card,card_declined,SBI,11,0,0,2,0.639,1
txn_004862,461.73,UPI,card_declined,Yes Bank,2,1,0,1,0.898,0
txn_004863,1094.27,Credit Card,network_timeout,ICICI,8,4,0,1,0.457,0
txn_004864,563.41,UPI,expired_card,Yes Bank,15,2,0,0,0.795,0
txn_004865,847.07,UPI,network_timeout,IDFC,14,6,1,2,0.748,1
txn_004866,466.61,UPI,insufficient_funds,SBI,3,3,0,0,0.455,0
txn_004867,813.58,Credit Card,bank_server_down,Axis,1,1,0,0,0.731,0
txn_004868,3625.01,UPI,risk_flagged,IDFC,2,2,0,0,0.886,0
txn_004869,1124.1,UPI,wrong_otp,SBI,7,6,1,0,0.631,0
txn_004870,354.24,UPI,expired_card,Yes Bank,16,0,0,0,0.795,0
txn_004871,4077.32,Debit Card,insufficient_funds,Axis,7,6,1,1,0.325,0
txn_004872,122.29,UPI,network_timeout,Kotak,11,4,0,1,0.952,1
txn_004873,815.57,Netbanking,network_timeout,Kotak,8,1,0,0,0.821,1
txn_004874,1041.36,Credit Card,expired_card,Axis,9,4,0,0,0.842,0
txn_004875,1554.19,Debit Card,network_timeout,Kotak,17,3,0,0,0.729,1
txn_004876,326.77,UPI,insufficient_funds,SBI,2,5,1,0,0.675,0
txn_004877,846.6,UPI,wrong_otp,Kotak,4,1,0,1,0.864,0
txn_004878,131.39,Credit Card,bank_server_down,Yes Bank,20,4,0,1,0.851,0
txn_004879,480.56,Credit Card,card_declined,SBI,14,5,1,1,0.41,0
txn_004880,611.76,Credit Card,wrong_otp,HDFC,21,2,0,0,0.687,0
txn_004881,598.51,Netbanking,wrong_otp,ICICI,19,2,0,0,0.684,1
txn_004882,1012.49,UPI,card_declined,Yes Bank,12,6,1,0,0.671,1
txn_004883,565.47,Credit Card,bank_server_down,IDFC,18,1,0,0,0.835,1
txn_004884,377.68,Debit Card,card_declined,Axis,7,4,0,0,0.727,1
txn_004885,2323.97,Credit Card,bank_server_down,Yes Bank,12,3,0,2,0.845,1
txn_004886,1485.65,Netbanking,insufficient_funds,SBI,22,3,0,0,0.802,0
txn_004887,479.87,UPI,wrong_otp,HDFC,23,0,0,0,0.752,1
txn_004888,265.45,Netbanking,card_declined,IDFC,1,6,1,1,0.576,0
txn_004889,616.88,Debit Card,insufficient_funds,Axis,20,4,0,2,0.974,0
txn_004890,790.17,UPI,card_declined,Axis,9,4,0,0,0.749,0
txn_004891,1435.59,Debit Card,card_declined,Yes Bank,8,6,1,1,0.905,0
txn_004892,1015.31,Debit Card,network_timeout,Yes Bank,5,6,1,1,0.555,1
txn_004893,644.56,UPI,insufficient_funds,HDFC,18,1,0,2,0.772,1
txn_004894,299.17,UPI,insufficient_funds,HDFC,20,3,0,1,0.941,0
txn_004895,266.33,Netbanking,bank_server_down,HDFC,2,1,0,0,0.664,0
txn_004896,760.6,Credit Card,wrong_otp,Kotak,7,4,0,1,0.578,1
txn_004897,398.24,Credit Card,insufficient_funds,SBI,18,2,0,1,0.622,1
txn_004898,107.62,UPI,card_declined,ICICI,12,0,0,1,0.75,0
txn_004899,2839.79,UPI,risk_flagged,Yes Bank,14,5,1,0,0.552,1
txn_004900,324.48,UPI,card_declined,Kotak,8,0,0,0,0.678,0
txn_004901,4309.31,UPI,insufficient_funds,Axis,15,2,0,2,0.742,0
txn_004902,36.81,Credit Card,insufficient_funds,Kotak,18,1,0,0,0.941,0
txn_004903,429.75,Wallet,card_declined,Kotak,19,6,1,1,0.637,0
txn_004904,283.49,UPI,insufficient_funds,HDFC,16,4,0,0,0.288,1
txn_004905,172.7,Credit Card,wrong_otp,Kotak,4,1,0,0,0.413,1
txn_004906,1347.8,UPI,bank_server_down,IDFC,22,0,0,0,0.687,0
txn_004907,789.28,UPI,card_declined,IDFC,19,3,0,1,0.565,0
txn_004908,502.84,Debit Card,network_timeout,ICICI,14,5,1,0,0.718,0
txn_004909,5961.6,Debit Card,card_declined,ICICI,2,4,0,1,0.681,0
txn_004910,106.9,Debit Card,wrong_otp,IDFC,20,3,0,1,0.635,1
txn_004911,311.17,UPI,card_declined,IDFC,0,4,0,1,0.411,1
txn_004912,696.67,UPI,wrong_otp,HDFC,17,2,0,2,0.767,0
txn_004913,1185.43,UPI,wrong_otp,IDFC,15,2,0,1,0.688,0
txn_004914,217.02,Credit Card,wrong_otp,Kotak,16,3,0,0,0.572,0
txn_004915,308.91,Credit Card,insufficient_funds,IDFC,23,0,0,0,0.877,0
txn_004916,1554.36,UPI,network_timeout,HDFC,17,2,0,0,0.533,1
txn_004917,853.04,Debit Card,card_declined,HDFC,18,1,0,1,0.839,0
txn_004918,1375.5,UPI,network_timeout,Kotak,23,5,1,1,0.249,1
txn_004919,52.56,Netbanking,bank_server_down,Axis,12,2,0,2,0.589,0
txn_004920,826.57,Credit Card,wrong_otp,Kotak,2,5,1,0,0.948,1
txn_004921,454.67,UPI,insufficient_funds,SBI,8,2,0,0,0.754,1
txn_004922,520.3,UPI,insufficient_funds,Axis,5,2,0,1,0.528,0
txn_004923,260.0,Debit Card,wrong_otp,Axis,13,4,0,0,0.7,1
txn_004924,732.36,UPI,insufficient_funds,ICICI,13,2,0,0,0.727,1
txn_004925,194.72,Credit Card,wrong_otp,ICICI,19,0,0,0,0.758,1
txn_004926,6797.15,Debit Card,wrong_otp,Axis,17,2,0,0,0.605,0
txn_004927,606.78,Credit Card,card_declined,Yes Bank,2,0,0,0,0.757,0
txn_004928,830.13,Credit Card,card_declined,Yes Bank,22,2,0,0,0.864,1
txn_004929,477.11,UPI,expired_card,HDFC,18,3,0,2,0.741,0
txn_004930,257.44,Wallet,network_timeout,SBI,11,1,0,0,0.873,0
txn_004931,1367.36,Credit Card,risk_flagged,Yes Bank,23,4,0,0,0.355,0
txn_004932,1273.13,Credit Card,bank_server_down,ICICI,18,6,1,0,0.932,1
txn_004933,2552.64,UPI,insufficient_funds,Yes Bank,3,3,0,0,0.878,0
txn_004934,213.44,Wallet,insufficient_funds,ICICI,11,3,0,1,0.948,0
txn_004935,200.24,Credit Card,wrong_otp,HDFC,7,3,0,1,0.969,1
txn_004936,989.52,Netbanking,network_timeout,Yes Bank,16,4,0,2,0.801,1
txn_004937,511.75,Netbanking,insufficient_funds,Yes Bank,1,2,0,1,0.313,1
txn_004938,383.03,UPI,card_declined,ICICI,2,3,0,1,0.762,1
txn_004939,779.65,UPI,insufficient_funds,SBI,6,0,0,0,0.91,0
txn_004940,2643.47,UPI,insufficient_funds,ICICI,13,0,0,2,0.681,0
txn_004941,363.3,Credit Card,network_timeout,Kotak,1,4,0,1,0.864,1
txn_004942,258.74,Credit Card,risk_flagged,SBI,19,1,0,0,0.697,0
txn_004943,605.58,Credit Card,network_timeout,Yes Bank,3,2,0,1,0.596,0
